valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,type,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2014,year,NW,canton,all,agegroup_food,all,all,1,42080,2.38,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2014,year,OW,canton,all,agegroup_food,all,all,1,36834,2.71,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2014,year,SG,canton,all,agegroup_food,all,all,48,495824,9.68,NA,NA,NA,3.9,NA,NA,NA,NA,TRUE
cases,2014,year,SH,canton,all,agegroup_food,all,all,13,79417,16.37,NA,NA,NA,1.1,NA,NA,NA,NA,TRUE
cases,2014,year,SO,canton,all,agegroup_food,all,all,39,263719,14.79,NA,NA,NA,3.2,NA,NA,NA,NA,TRUE
cases,2014,year,SZ,canton,all,agegroup_food,all,all,27,152759,17.67,NA,NA,NA,2.2,NA,NA,NA,NA,TRUE
cases,2014,year,TG,canton,all,agegroup_food,all,all,52,263733,19.72,NA,NA,NA,4.2,NA,NA,NA,NA,TRUE
cases,2014,year,TI,canton,all,agegroup_food,all,all,79,350363,22.55,NA,NA,NA,6.4,NA,NA,NA,NA,TRUE
cases,2014,year,UR,canton,all,agegroup_food,all,all,6,36008,16.66,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2014,year,VD,canton,all,agegroup_food,all,all,129,761446,16.94,NA,NA,NA,10.4,NA,NA,NA,NA,TRUE
cases,2014,year,VS,canton,all,agegroup_food,all,all,52,331763,15.67,NA,NA,NA,4.2,NA,NA,NA,NA,TRUE
cases,2014,year,ZG,canton,all,agegroup_food,all,all,8,120089,6.66,NA,NA,NA,0.6,NA,NA,NA,NA,TRUE
cases,2014,year,ZH,canton,all,agegroup_food,all,all,198,1446354,13.69,NA,NA,NA,16,NA,NA,NA,NA,TRUE
cases,2015,year,AG,canton,all,agegroup_food,all,all,96,653541,14.69,NA,95.7,NA,7.1,NA,NA,NA,NA,TRUE
cases,2015,year,AI,canton,all,agegroup_food,all,all,2,15973,12.52,NA,1.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2015,year,AR,canton,all,agegroup_food,all,all,11,54530,20.17,NA,10,NA,0.8,NA,NA,NA,NA,TRUE
cases,2015,year,BE,canton,all,agegroup_food,all,all,153,1017183,15.04,NA,135.3,NA,11.3,NA,NA,NA,NA,TRUE
cases,2015,year,BL,canton,all,agegroup_food,all,all,55,283157,19.42,NA,47.7,NA,4.1,NA,NA,NA,NA,TRUE
cases,2015,year,BS,canton,all,agegroup_food,all,all,34,191757,17.73,NA,40.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2015,year,CH,country,all,agegroup_food,all,all,1354,8325194,16.26,NA,1285.3,NA,99.9,NA,NA,NA,NA,TRUE
cases,2015,year,CHFL,CHFL,all,agegroup_food,all,all,1355,8362816,16.2,NA,1288.7,NA,100,115,1.21,8.1,NA,TRUE
cases,2015,year,FL,country,all,agegroup_food,all,all,1,37622,2.66,NA,3.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2015,year,FR,canton,all,agegroup_food,all,all,37,307409,12.04,NA,38.3,NA,2.7,NA,NA,NA,NA,TRUE
cases,2015,year,GE,canton,all,agegroup_food,all,all,134,484445,27.66,NA,106.3,NA,9.9,NA,NA,NA,NA,TRUE
cases,2015,year,GL,canton,all,agegroup_food,all,all,8,40021,19.99,NA,7.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2015,year,GR,canton,all,agegroup_food,all,all,26,196564,13.23,NA,30,NA,1.9,NA,NA,NA,NA,TRUE
cases,2015,year,JU,canton,all,agegroup_food,all,all,22,72771,30.23,NA,17,NA,1.6,NA,NA,NA,NA,TRUE
cases,2015,year,LU,canton,all,agegroup_food,all,all,53,398699,13.29,NA,59,NA,3.9,NA,NA,NA,NA,TRUE
cases,2015,year,NE,canton,all,agegroup_food,all,all,49,178073,27.52,NA,33,NA,3.6,NA,NA,NA,NA,TRUE
cases,2015,year,NW,canton,all,agegroup_food,all,all,6,42416,14.15,NA,3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2015,year,OW,canton,all,agegroup_food,all,all,1,37071,2.7,NA,2.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2015,year,SG,canton,all,agegroup_food,all,all,87,499006,17.43,NA,73.3,NA,6.4,NA,NA,NA,NA,TRUE
cases,2015,year,SH,canton,all,agegroup_food,all,all,14,79828,17.54,NA,13,NA,1,NA,NA,NA,NA,TRUE
cases,2015,year,SO,canton,all,agegroup_food,all,all,43,266369,16.14,NA,42.3,NA,3.2,NA,NA,NA,NA,TRUE
cases,2015,year,SZ,canton,all,agegroup_food,all,all,16,154073,10.38,NA,20,NA,1.2,NA,NA,NA,NA,TRUE
cases,2015,year,TG,canton,all,agegroup_food,all,all,43,267393,16.08,NA,44.7,NA,3.2,NA,NA,NA,NA,TRUE
cases,2015,year,TI,canton,all,agegroup_food,all,all,72,351894,20.46,NA,71,NA,5.3,NA,NA,NA,NA,TRUE
cases,2015,year,UR,canton,all,agegroup_food,all,all,4,35971,11.12,NA,4.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2015,year,VD,canton,all,agegroup_food,all,all,134,773239,17.33,NA,122.7,NA,9.9,NA,NA,NA,NA,TRUE
cases,2015,year,VS,canton,all,agegroup_food,all,all,54,335622,16.09,NA,54.3,NA,4,NA,NA,NA,NA,TRUE
cases,2015,year,ZG,canton,all,agegroup_food,all,all,14,122113,11.46,NA,14.3,NA,1,NA,NA,NA,NA,TRUE
cases,2015,year,ZH,canton,all,agegroup_food,all,all,186,1466076,12.69,NA,197.3,NA,13.7,NA,NA,NA,NA,TRUE
cases,2016,year,AG,canton,all,agegroup_food,all,all,123,663462,18.54,NA,108,NA,8.1,NA,NA,NA,NA,TRUE
cases,2016,year,AI,canton,all,agegroup_food,all,all,1,16003,6.25,NA,2,NA,0.1,NA,NA,NA,NA,TRUE
cases,2016,year,AR,canton,all,agegroup_food,all,all,2,54954,3.64,NA,7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2016,year,BE,canton,all,agegroup_food,all,all,184,1026513,17.92,NA,149.7,NA,12.2,NA,NA,NA,NA,TRUE
cases,2016,year,BL,canton,all,agegroup_food,all,all,71,285624,24.86,NA,55.7,NA,4.7,NA,NA,NA,NA,TRUE
cases,2016,year,BS,canton,all,agegroup_food,all,all,43,193070,22.27,NA,40.3,NA,2.8,NA,NA,NA,NA,TRUE
cases,2016,year,CH,country,all,agegroup_food,all,all,1510,8419550,17.93,NA,1366.3,NA,99.3,NA,NA,NA,NA,TRUE
cases,2016,year,CHFL,CHFL,all,agegroup_food,all,all,1520,8457360,17.97,NA,1371.7,rising,100,165,1.77,10.9,NA,TRUE
cases,2016,year,FL,country,all,agegroup_food,all,all,10,37810,26.45,NA,5.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,FR,canton,all,agegroup_food,all,all,50,311914,16.03,NA,42.7,NA,3.3,NA,NA,NA,NA,TRUE
cases,2016,year,GE,canton,all,agegroup_food,all,all,95,489524,19.41,NA,111,NA,6.3,NA,NA,NA,NA,TRUE
cases,2016,year,GL,canton,all,agegroup_food,all,all,3,40147,7.47,NA,4.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2016,year,GR,canton,all,agegroup_food,all,all,35,197550,17.72,NA,30.3,NA,2.3,NA,NA,NA,NA,TRUE
cases,2016,year,JU,canton,all,agegroup_food,all,all,11,73122,15.04,NA,14.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,LU,canton,all,agegroup_food,all,all,65,403397,16.11,NA,57.7,NA,4.3,NA,NA,NA,NA,TRUE
cases,2016,year,NE,canton,all,agegroup_food,all,all,40,178567,22.4,NA,38,NA,2.6,NA,NA,NA,NA,TRUE
cases,2016,year,NW,canton,all,agegroup_food,all,all,1,42556,2.35,NA,2.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2016,year,OW,canton,all,agegroup_food,all,all,8,37378,21.4,NA,3.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2016,year,SG,canton,all,agegroup_food,all,all,87,502552,17.31,NA,74,NA,5.8,NA,NA,NA,NA,TRUE
cases,2016,year,SH,canton,all,agegroup_food,all,all,10,80769,12.38,NA,12.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2016,year,SO,canton,all,agegroup_food,all,all,64,269441,23.75,NA,48.7,NA,4.2,NA,NA,NA,NA,TRUE
cases,2016,year,SZ,canton,all,agegroup_food,all,all,22,155863,14.11,NA,21.7,NA,1.5,NA,NA,NA,NA,TRUE
cases,2016,year,TG,canton,all,agegroup_food,all,all,40,270709,14.78,NA,45,NA,2.6,NA,NA,NA,NA,TRUE
cases,2016,year,TI,canton,all,agegroup_food,all,all,83,354375,23.42,NA,78,NA,5.5,NA,NA,NA,NA,TRUE
cases,2016,year,UR,canton,all,agegroup_food,all,all,5,36145,13.83,NA,5,NA,0.3,NA,NA,NA,NA,TRUE
cases,2016,year,VD,canton,all,agegroup_food,all,all,182,784822,23.19,NA,148.3,NA,12.1,NA,NA,NA,NA,TRUE
cases,2016,year,VS,canton,all,agegroup_food,all,all,52,339176,15.33,NA,52.7,NA,3.4,NA,NA,NA,NA,TRUE
cases,2016,year,ZG,canton,all,agegroup_food,all,all,9,123948,7.26,NA,10.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2016,year,ZH,canton,all,agegroup_food,all,all,224,1487969,15.05,NA,202.7,NA,14.8,NA,NA,NA,NA,TRUE
cases,2017,year,AG,canton,all,agegroup_food,all,all,142,670988,21.16,NA,120.3,NA,7.8,NA,NA,NA,NA,TRUE
cases,2017,year,AI,canton,all,agegroup_food,all,all,1,16105,6.21,NA,1.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2017,year,AR,canton,all,agegroup_food,all,all,6,55178,10.87,NA,6.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2017,year,BE,canton,all,agegroup_food,all,all,199,1031126,19.3,NA,178.7,NA,10.9,NA,NA,NA,NA,TRUE
cases,2017,year,BL,canton,all,agegroup_food,all,all,62,287023,21.6,NA,62.7,NA,3.4,NA,NA,NA,NA,TRUE
cases,2017,year,BS,canton,all,agegroup_food,all,all,38,193908,19.6,NA,38.3,NA,2.1,NA,NA,NA,NA,TRUE
cases,2017,year,CH,country,all,agegroup_food,all,all,1826,8484130,21.52,NA,1563.3,NA,99.5,NA,NA,NA,NA,TRUE
cases,2017,year,CHFL,CHFL,all,agegroup_food,all,all,1836,8522244,21.54,NA,1570.3,rising,100,316,3.57,19.9,1444.4,TRUE
cases,2017,year,FL,country,all,agegroup_food,all,all,10,38114,26.24,NA,7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2017,year,FR,canton,all,agegroup_food,all,all,79,315074,25.07,NA,55.3,NA,4.3,NA,NA,NA,NA,TRUE
cases,2017,year,GE,canton,all,agegroup_food,all,all,128,495249,25.85,NA,119,NA,7,NA,NA,NA,NA,TRUE
cases,2017,year,GL,canton,all,agegroup_food,all,all,8,40349,19.83,NA,6.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2017,year,GR,canton,all,agegroup_food,all,all,33,197888,16.68,NA,31.3,NA,1.8,NA,NA,NA,NA,TRUE
cases,2017,year,JU,canton,all,agegroup_food,all,all,15,73290,20.47,NA,16,NA,0.8,NA,NA,NA,NA,TRUE
cases,2017,year,LU,canton,all,agegroup_food,all,all,69,406506,16.97,NA,62.3,NA,3.8,NA,NA,NA,NA,TRUE
cases,2017,year,NE,canton,all,agegroup_food,all,all,50,177964,28.1,NA,46.3,NA,2.7,NA,NA,NA,NA,TRUE
cases,2017,year,NW,canton,all,agegroup_food,all,all,13,42969,30.25,NA,6.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2017,year,OW,canton,all,agegroup_food,all,all,7,37575,18.63,NA,5.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2017,year,SG,canton,all,agegroup_food,all,all,92,504686,18.23,NA,88.7,NA,5,NA,NA,NA,NA,TRUE
cases,2017,year,SH,canton,all,agegroup_food,all,all,15,81351,18.44,NA,13,NA,0.8,NA,NA,NA,NA,TRUE
cases,2017,year,SO,canton,all,agegroup_food,all,all,53,271432,19.53,NA,53.3,NA,2.9,NA,NA,NA,NA,TRUE
cases,2017,year,SZ,canton,all,agegroup_food,all,all,33,157301,20.98,NA,23.7,NA,1.8,NA,NA,NA,NA,TRUE
cases,2017,year,TG,canton,all,agegroup_food,all,all,43,273801,15.7,NA,42,NA,2.4,NA,NA,NA,NA,TRUE
cases,2017,year,TI,canton,all,agegroup_food,all,all,87,353709,24.6,NA,80.7,NA,4.8,NA,NA,NA,NA,TRUE
cases,2017,year,UR,canton,all,agegroup_food,all,all,7,36299,19.28,NA,5.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2017,year,VD,canton,all,agegroup_food,all,all,256,793129,32.28,NA,190.7,NA,14,NA,NA,NA,NA,TRUE
cases,2017,year,VS,canton,all,agegroup_food,all,all,84,341463,24.6,NA,63.3,NA,4.6,NA,NA,NA,NA,TRUE
cases,2017,year,ZG,canton,all,agegroup_food,all,all,23,125421,18.34,NA,15.3,NA,1.3,NA,NA,NA,NA,TRUE
cases,2017,year,ZH,canton,all,agegroup_food,all,all,283,1504346,18.81,NA,231,NA,15.5,NA,NA,NA,NA,TRUE
cases,2018,year,AG,canton,all,agegroup_food,all,all,117,678207,17.25,NA,127.3,NA,8,NA,NA,NA,NA,TRUE
cases,2018,year,AI,canton,all,agegroup_food,all,all,1,16145,6.19,NA,1,NA,0.1,NA,NA,NA,NA,TRUE
cases,2018,year,AR,canton,all,agegroup_food,all,all,2,55234,3.62,NA,3.3,NA,0.1,NA,NA,NA,NA,TRUE
cases,2018,year,BE,canton,all,agegroup_food,all,all,139,1034977,13.43,NA,174,NA,9.5,NA,NA,NA,NA,TRUE
cases,2018,year,BL,canton,all,agegroup_food,all,all,63,288132,21.86,NA,65.3,NA,4.3,NA,NA,NA,NA,TRUE
cases,2018,year,BS,canton,all,agegroup_food,all,all,35,194766,17.97,NA,38.7,NA,2.4,NA,NA,NA,NA,TRUE
cases,2018,year,CH,country,all,agegroup_food,all,all,1465,8544527,17.15,NA,1600.3,NA,99.7,NA,NA,NA,NA,TRUE
cases,2018,year,CHFL,CHFL,all,agegroup_food,all,all,1470,8582905,17.13,NA,1608.7,rising,100,-366,-4.41,-20.5,1484.2,TRUE
cases,2018,year,FL,country,all,agegroup_food,all,all,5,38378,13.03,NA,8.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,FR,canton,all,agegroup_food,all,all,62,318714,19.45,NA,63.7,NA,4.2,NA,NA,NA,NA,TRUE
cases,2018,year,GE,canton,all,agegroup_food,all,all,121,499480,24.23,NA,114.7,NA,8.3,NA,NA,NA,NA,TRUE
cases,2018,year,GL,canton,all,agegroup_food,all,all,8,40403,19.8,NA,6.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2018,year,GR,canton,all,agegroup_food,all,all,31,198379,15.63,NA,33,NA,2.1,NA,NA,NA,NA,TRUE
cases,2018,year,JU,canton,all,agegroup_food,all,all,21,73419,28.6,NA,15.7,NA,1.4,NA,NA,NA,NA,TRUE
cases,2018,year,LU,canton,all,agegroup_food,all,all,57,409557,13.92,NA,63.7,NA,3.9,NA,NA,NA,NA,TRUE
cases,2018,year,NE,canton,all,agegroup_food,all,all,29,176850,16.4,NA,39.7,NA,2,NA,NA,NA,NA,TRUE
cases,2018,year,NW,canton,all,agegroup_food,all,all,5,43223,11.57,NA,6.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,OW,canton,all,agegroup_food,all,all,6,37841,15.86,NA,7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2018,year,SG,canton,all,agegroup_food,all,all,74,507697,14.58,NA,84.3,NA,5.1,NA,NA,NA,NA,TRUE
cases,2018,year,SH,canton,all,agegroup_food,all,all,14,81991,17.08,NA,13,NA,1,NA,NA,NA,NA,TRUE
cases,2018,year,SO,canton,all,agegroup_food,all,all,49,273194,17.94,NA,55.3,NA,3.3,NA,NA,NA,NA,TRUE
cases,2018,year,SZ,canton,all,agegroup_food,all,all,22,159165,13.82,NA,25.7,NA,1.5,NA,NA,NA,NA,TRUE
cases,2018,year,TG,canton,all,agegroup_food,all,all,45,276472,16.28,NA,42.7,NA,3.1,NA,NA,NA,NA,TRUE
cases,2018,year,TI,canton,all,agegroup_food,all,all,73,353343,20.66,NA,81,NA,5,NA,NA,NA,NA,TRUE
cases,2018,year,UR,canton,all,agegroup_food,all,all,5,36433,13.72,NA,5.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2018,year,VD,canton,all,agegroup_food,all,all,133,799145,16.64,NA,190.3,NA,9.1,NA,NA,NA,NA,TRUE
cases,2018,year,VS,canton,all,agegroup_food,all,all,80,343955,23.26,NA,72,NA,5.5,NA,NA,NA,NA,TRUE
cases,2018,year,ZG,canton,all,agegroup_food,all,all,27,126837,21.29,NA,19.7,NA,1.8,NA,NA,NA,NA,TRUE
cases,2018,year,ZH,canton,all,agegroup_food,all,all,246,1520968,16.17,NA,251,NA,16.8,NA,NA,NA,NA,TRUE
cases,2019,year,AG,canton,all,agegroup_food,all,all,126,685845,18.37,NA,128.3,NA,8.2,NA,NA,NA,NA,TRUE
cases,2019,year,AI,canton,all,agegroup_food,all,all,4,16128,24.8,NA,2,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,AR,canton,all,agegroup_food,all,all,5,55445,9.02,NA,4.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,BE,canton,all,agegroup_food,all,all,152,1039474,14.62,NA,163.3,NA,9.9,NA,NA,NA,NA,TRUE
cases,2019,year,BL,canton,all,agegroup_food,all,all,71,289468,24.53,NA,65.3,NA,4.6,NA,NA,NA,NA,TRUE
cases,2019,year,BS,canton,all,agegroup_food,all,all,47,195844,24,NA,40,NA,3.1,NA,NA,NA,NA,TRUE
cases,2019,year,CH,country,all,agegroup_food,all,all,1539,8606033,17.88,NA,1610,NA,99.7,NA,NA,NA,NA,TRUE
cases,2019,year,CHFL,CHFL,all,agegroup_food,all,all,1543,8644780,17.85,NA,1616.3,falling,100,73,0.72,4.2,1544.8,TRUE
cases,2019,year,FL,country,all,agegroup_food,all,all,4,38747,10.32,NA,6.3,NA,0.3,NA,NA,NA,NA,TRUE
cases,2019,year,FR,canton,all,agegroup_food,all,all,44,321783,13.67,NA,61.7,NA,2.9,NA,NA,NA,NA,TRUE
cases,2019,year,GE,canton,all,agegroup_food,all,all,105,504128,20.83,NA,118,NA,6.8,NA,NA,NA,NA,TRUE
cases,2019,year,GL,canton,all,agegroup_food,all,all,6,40590,14.78,NA,7.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2019,year,GR,canton,all,agegroup_food,all,all,29,199021,14.57,NA,31,NA,1.9,NA,NA,NA,NA,TRUE
cases,2019,year,JU,canton,all,agegroup_food,all,all,11,73584,14.95,NA,15.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2019,year,LU,canton,all,agegroup_food,all,all,57,413120,13.8,NA,61,NA,3.7,NA,NA,NA,NA,TRUE
cases,2019,year,NE,canton,all,agegroup_food,all,all,41,176496,23.23,NA,40,NA,2.7,NA,NA,NA,NA,TRUE
cases,2019,year,NW,canton,all,agegroup_food,all,all,10,43087,23.21,NA,9.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2019,year,OW,canton,all,agegroup_food,all,all,7,37930,18.46,NA,6.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2019,year,SG,canton,all,agegroup_food,all,all,83,510734,16.25,NA,83,NA,5.4,NA,NA,NA,NA,TRUE
cases,2019,year,SH,canton,all,agegroup_food,all,all,13,82348,15.79,NA,14,NA,0.8,NA,NA,NA,NA,TRUE
cases,2019,year,SO,canton,all,agegroup_food,all,all,62,275247,22.53,NA,54.7,NA,4,NA,NA,NA,NA,TRUE
cases,2019,year,SZ,canton,all,agegroup_food,all,all,19,160480,11.84,NA,24.7,NA,1.2,NA,NA,NA,NA,TRUE
cases,2019,year,TG,canton,all,agegroup_food,all,all,51,279547,18.24,NA,46.3,NA,3.3,NA,NA,NA,NA,TRUE
cases,2019,year,TI,canton,all,agegroup_food,all,all,75,351491,21.34,NA,78.3,NA,4.9,NA,NA,NA,NA,TRUE
cases,2019,year,UR,canton,all,agegroup_food,all,all,9,36703,24.52,NA,7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2019,year,VD,canton,all,agegroup_food,all,all,165,805098,20.49,NA,184.7,NA,10.7,NA,NA,NA,NA,TRUE
cases,2019,year,VS,canton,all,agegroup_food,all,all,64,345525,18.52,NA,76,NA,4.2,NA,NA,NA,NA,TRUE
cases,2019,year,ZG,canton,all,agegroup_food,all,all,21,127642,16.45,NA,23.7,NA,1.4,NA,NA,NA,NA,TRUE
cases,2019,year,ZH,canton,all,agegroup_food,all,all,261,1539275,16.96,NA,263.3,NA,17,NA,NA,NA,NA,TRUE
cases,2019,year,unknown,canton,all,agegroup_food,all,all,1,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,TRUE
cases,2020,year,AG,canton,all,agegroup_food,all,all,94,694072,13.54,NA,112.3,NA,7.6,NA,NA,NA,NA,TRUE
cases,2020,year,AI,canton,all,agegroup_food,all,all,2,16293,12.28,NA,2.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2020,year,AR,canton,all,agegroup_food,all,all,6,55309,10.85,NA,4.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,BE,canton,all,agegroup_food,all,all,114,1043132,10.93,NA,135,NA,9.2,NA,NA,NA,NA,TRUE
cases,2020,year,BL,canton,all,agegroup_food,all,all,47,290969,16.15,NA,60.3,NA,3.8,NA,NA,NA,NA,TRUE
cases,2020,year,BS,canton,all,agegroup_food,all,all,37,196735,18.81,NA,39.7,NA,3,NA,NA,NA,NA,TRUE
cases,2020,year,CH,country,all,agegroup_food,all,all,1243,8670300,14.34,NA,1415.7,NA,99.5,NA,NA,NA,NA,TRUE
cases,2020,year,CHFL,CHFL,all,agegroup_food,all,all,1249,8709355,14.34,NA,1420.7,falling,100,-294,-3.51,-19.7,1523.6,TRUE
cases,2020,year,FL,country,all,agegroup_food,all,all,6,39055,15.36,NA,5,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,FR,canton,all,agegroup_food,all,all,46,325496,14.13,NA,50.7,NA,3.7,NA,NA,NA,NA,TRUE
cases,2020,year,GE,canton,all,agegroup_food,all,all,84,506343,16.59,NA,103.3,NA,6.8,NA,NA,NA,NA,TRUE
cases,2020,year,GL,canton,all,agegroup_food,all,all,6,40851,14.69,NA,6.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,GR,canton,all,agegroup_food,all,all,35,200096,17.49,NA,31.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2020,year,JU,canton,all,agegroup_food,all,all,6,73709,8.14,NA,12.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2020,year,LU,canton,all,agegroup_food,all,all,71,416347,17.05,NA,61.7,NA,5.7,NA,NA,NA,NA,TRUE
cases,2020,year,NE,canton,all,agegroup_food,all,all,26,175894,14.78,NA,32,NA,2.1,NA,NA,NA,NA,TRUE
cases,2020,year,NW,canton,all,agegroup_food,all,all,0,43520,0,NA,5,NA,0,NA,NA,NA,NA,TRUE
cases,2020,year,OW,canton,all,agegroup_food,all,all,8,38108,20.99,NA,7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2020,year,SG,canton,all,agegroup_food,all,all,55,514504,10.69,NA,70.7,NA,4.4,NA,NA,NA,NA,TRUE
cases,2020,year,SH,canton,all,agegroup_food,all,all,11,83107,13.24,NA,12.7,NA,0.9,NA,NA,NA,NA,TRUE
cases,2020,year,SO,canton,all,agegroup_food,all,all,50,277462,18.02,NA,53.7,NA,4,NA,NA,NA,NA,TRUE
cases,2020,year,SZ,canton,all,agegroup_food,all,all,20,162157,12.33,NA,20.3,NA,1.6,NA,NA,NA,NA,TRUE
cases,2020,year,TG,canton,all,agegroup_food,all,all,45,282909,15.91,NA,47,NA,3.6,NA,NA,NA,NA,TRUE
cases,2020,year,TI,canton,all,agegroup_food,all,all,86,350986,24.5,NA,78,NA,6.9,NA,NA,NA,NA,TRUE
cases,2020,year,UR,canton,all,agegroup_food,all,all,9,36819,24.44,NA,7.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2020,year,VD,canton,all,agegroup_food,all,all,136,814762,16.69,NA,144.7,NA,10.9,NA,NA,NA,NA,TRUE
cases,2020,year,VS,canton,all,agegroup_food,all,all,50,348503,14.35,NA,64.7,NA,4,NA,NA,NA,NA,TRUE
cases,2020,year,ZG,canton,all,agegroup_food,all,all,20,128794,15.53,NA,22.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2020,year,ZH,canton,all,agegroup_food,all,all,179,1553423,11.52,NA,228.7,NA,14.4,NA,NA,NA,NA,TRUE
cases,2021,year,AG,canton,all,agegroup_food,all,all,87,703086,12.37,NA,102.3,NA,5.9,NA,NA,NA,NA,TRUE
cases,2021,year,AI,canton,all,agegroup_food,all,all,0,16360,0,NA,2,NA,0,NA,NA,NA,NA,TRUE
cases,2021,year,AR,canton,all,agegroup_food,all,all,7,55585,12.59,NA,6,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,BE,canton,all,agegroup_food,all,all,140,1047473,13.37,NA,135.3,NA,9.5,NA,NA,NA,NA,TRUE
cases,2021,year,BL,canton,all,agegroup_food,all,all,51,292817,17.42,NA,56.3,NA,3.5,NA,NA,NA,NA,TRUE
cases,2021,year,BS,canton,all,agegroup_food,all,all,41,196036,20.91,NA,41.7,NA,2.8,NA,NA,NA,NA,TRUE
cases,2021,year,CH,country,all,agegroup_food,all,all,1477,8738791,16.9,NA,1419.7,NA,99.5,NA,NA,NA,NA,TRUE
cases,2021,year,CHFL,CHFL,all,agegroup_food,all,all,1484,8778099,16.91,NA,1425.3,falling,100,235,2.57,17.9,1516.4,TRUE
cases,2021,year,FL,country,all,agegroup_food,all,all,7,39308,17.81,NA,5.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,FR,canton,all,agegroup_food,all,all,65,329809,19.71,NA,51.7,NA,4.4,NA,NA,NA,NA,TRUE
cases,2021,year,GE,canton,all,agegroup_food,all,all,121,509448,23.75,NA,103.3,NA,8.2,NA,NA,NA,NA,TRUE
cases,2021,year,GL,canton,all,agegroup_food,all,all,7,41190,16.99,NA,6.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,GR,canton,all,agegroup_food,all,all,27,201376,13.41,NA,30.3,NA,1.8,NA,NA,NA,NA,TRUE
cases,2021,year,JU,canton,all,agegroup_food,all,all,7,73798,9.49,NA,8,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,LU,canton,all,agegroup_food,all,all,61,420326,14.51,NA,63,NA,4.1,NA,NA,NA,NA,TRUE
cases,2021,year,NE,canton,all,agegroup_food,all,all,38,176166,21.57,NA,35,NA,2.6,NA,NA,NA,NA,TRUE
cases,2021,year,NW,canton,all,agegroup_food,all,all,8,43894,18.23,NA,6,NA,0.5,NA,NA,NA,NA,TRUE
cases,2021,year,OW,canton,all,agegroup_food,all,all,6,38435,15.61,NA,7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2021,year,SG,canton,all,agegroup_food,all,all,55,519245,10.59,NA,64.3,NA,3.7,NA,NA,NA,NA,TRUE
cases,2021,year,SH,canton,all,agegroup_food,all,all,9,83995,10.71,NA,11,NA,0.6,NA,NA,NA,NA,TRUE
